account_id,creative_id,ad_id,creative_name,url_link
266514581023574,23845045270380355,23845045183500355,{{product.name}} 2020-06-09-e7bd48e3959cb97eb98bb1a1194f7de0,
266514581023574,23844999901170355,23844999863980355,{{product.name}} 2020-06-04-c718ef53c8ef9606265039ce92d1704e,
266514581023574,23845045270570355,23845045262340355,Think Remote-First 2020-06-09-8863eda1a2a03b6afacbf4d2d997c12c,https://fb.me/
266514581023574,23845045270090355,23845045244320355,{{product.name}} 2020-06-09-5a9410b2301a5088569c655a657137ba,
266514581023574,23844999860970355,23844999714260355,{{product.name}} 2020-06-04-bf7fe9d7f6b8c7c1e1d61d3ca6e29d86,
266514581023574,23844654773820355,23844999354690355,Remote Work Benefits 2020-04-20-b0eb9a9a193da8410b89f1e3d40fdadc,https://fb.me/
266514581023574,23844673645460355,23844673609620355,Free Horizon 7 Evaluation 2020-04-23-b3d6683e13de740cfc36617ebd77634f,https://my.vmware.com/en/web/vmware/evalcenter?p=horizon-7&src=sp_5ea1df479f815&cid=7012H0000021WLF
266514581023574,23844654773820355,23844654656120355,Remote Work Benefits 2020-04-20-b0eb9a9a193da8410b89f1e3d40fdadc,https://fb.me/
266514581023574,23844622074350355,23844621968580355,9 Common VDI Hazards 2020-04-14-4771d61c64ea79519177befce7271d57,https://www.vmware.com/learn/435015_REG.html?src=sp_5e965e6809a2c&cid=7012H0000021W5y
266514581023574,23844586524100355,23844586523410355,Remote-First Strategy 2020-04-09-3e68fcc6277f15e0bbce38215be475d0,https://www.vmware.com/learn/494301_REG.html?src=sp_5e8f6cee0ee93&cid=7012H0000021VyY
266514581023574,23844586536080355,23844586524950355,Remote-First Strategy 2020-04-09-014b64e00e296946ce451964f5f9c27d,https://www.vmware.com/learn/494301_REG.html?src=sp_5e8f6cee0ee93&cid=7012H0000021VyY
266514581023574,23844622074010355,23844621864240355,VMware Workspace ONE® UEM 2020-04-14-c50cb548fff2ee7b8b118d9d5c4e4a22,https://my.vmware.com/en/web/vmware/evalcenter?p=workspaceone-hol-uem-20&src=sp_5e9656e4be607&cid=7012H0000021W5t
266514581023574,23844622073990355,23844621864250355,VMware Workspace ONE® UEM 2020-04-14-b3d30e4a3d3248ec52760cb104e518c9,https://my.vmware.com/en/web/vmware/evalcenter?p=workspaceone-hol-uem-20&src=sp_5e9656e4be607&cid=7012H0000021W5t
266514581023574,23844582285230355,23844582302540355,VMware 2020-04-08-34ee879be295115fa36d9bc987e8dfd7,https://www.vmware.com/content/microsites/learn/en/492324_REG.html?src=sp_5e8e32532c988&cid=7012H0000021Vx1
266514581023574,23844582287780355,23844582302530355,Remote Work Benefits 2020-04-08-04bd167743b2fc1e0cfd2c0e262d7674,https://www.vmware.com/content/microsites/learn/en/492324_REG.html?src=sp_5e8e31160e6ff&cid=7012H0000021Vww
